Airline,Source,Destination,Route,Duration,Total_Stops,Additional_Info,Price,Journey_Day,Journey_Month,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute
1,0,5,18,2h 45m,0.0,8,10741,9,3,17,0,19,45
1,3,0,68,12h 45m,2.0,8,11432,6,6,16,50,5,35
4,0,5,5,15h 50m,1.0,5,11087,12,3,18,55,10,45
4,2,1,113,27h,2.0,8,13292,3,6,9,35,12,35
1,2,1,124,26h 25m,3.0,8,10493,15,6,5,15,7,40
2,0,5,18,2h 55m,0.0,8,7631,9,3,7,45,10,40
1,2,1,105,24h 50m,2.0,8,13381,6,6,6,50,7,40
4,3,0,66,8h 40m,1.0,8,13731,6,6,20,0,4,40
1,2,1,102,25h 45m,2.0,8,11911,21,5,5,55,7,40
3,0,2,18,2h 50m,0.0,8,4591,18,4,23,30,2,20
6,2,1,104,6h 15m,1.0,8,14848,3,6,13,0,19,15
6,2,1,104,10h 30m,1.0,8,8266,12,6,8,45,19,15
1,2,1,110,26h,2.0,8,12392,18,5,17,15,19,15
4,3,0,66,17h 5m,1.0,8,13044,12,6,18,55,12,0
4,2,1,104,21h 20m,1.0,5,12898,21,5,7,5,4,25
4,2,1,104,5h 35m,1.0,8,12242,21,3,22,50,4,25
3,0,2,18,2h 50m,0.0,8,3943,18,5,10,10,13,0
10,3,0,73,25h 50m,1.0,8,11105,24,3,20,20,22,10
4,3,0,66,12h 10m,1.0,8,14388,12,5,21,10,9,20
4,2,1,116,17h 5m,2.0,8,13014,18,5,19,30,12,35
6,2,1,104,8h 30m,1.0,8,15411,6,3,10,20,18,50
4,2,1,104,23h 5m,1.0,8,16289,9,3,19,45,18,50
3,2,1,111,9h 20m,1.0,8,6442,15,5,6,50,16,10
4,3,0,66,7h 55m,1.0,5,10844,18,5,8,25,16,20
4,4,3,48,1h 30m,0.0,8,5678,18,5,10,20,11,50
3,0,2,18,2h 50m,0.0,8,6906,12,4,23,30,2,20
8,1,4,127,2h 15m,0.0,7,3543,21,5,9,45,12,0
4,2,1,104,10h,1.0,8,14714,6,6,9,0,19,0
11,0,5,18,2h 35m,0.0,8,11793,3,3,16,0,18,35
6,2,1,104,7h 45m,1.0,8,14323,15,5,11,30,19,15
8,0,2,18,2h 55m,0.0,8,3971,9,4,21,10,0,5
10,3,0,73,26h 20m,1.0,8,8452,6,5,20,20,22,40
10,0,2,18,2h 40m,0.0,8,5403,12,4,7,0,9,40
6,2,1,104,11h,1.0,8,13727,9,5,10,0,21,0
1,3,0,72,19h 25m,2.0,8,12639,1,4,10,0,5,25
4,0,2,18,2h 55m,0.0,5,5198,18,4,15,15,18,10
10,0,2,18,2h 45m,0.0,8,4878,1,6,19,30,22,15
4,2,1,104,23h 15m,1.0,5,12373,18,5,19,45,19,0
6,2,1,111,9h,1.0,5,8552,3,3,7,10,16,10
10,2,1,106,3h 10m,0.0,8,6741,21,4,14,40,17,50
6,2,1,104,6h 25m,1.0,8,6481,9,4,12,50,19,15
6,2,1,104,8h 40m,1.0,8,7354,6,6,10,35,19,15
1,0,2,18,2h 50m,0.0,8,5228,21,4,21,5,23,55
4,3,0,66,12h 20m,1.0,5,10844,12,5,8,25,20,45
3,2,1,111,5h 20m,1.0,8,6347,18,5,6,50,12,10
1,0,5,24,4h,1.0,8,5013,15,3,8,15,12,15
4,3,0,66,9h 45m,1.0,5,9663,9,6,18,55,4,40
3,0,2,18,2h 55m,0.0,8,4823,6,4,18,25,21,20
1,2,1,105,26h 20m,2.0,8,13381,24,6,16,55,19,15
8,1,4,127,2h 15m,0.0,7,3543,1,6,9,45,12,0
4,3,0,66,9h 45m,1.0,5,9663,15,5,18,55,4,40
4,3,0,66,24h 55m,1.0,5,7064,1,4,18,55,19,50
4,2,1,104,11h 55m,1.0,5,10262,9,6,7,5,19,0
1,2,1,108,8h 20m,2.0,8,13013,1,6,10,55,19,15
4,2,1,97,17h 25m,2.0,8,15339,27,6,19,10,12,35
2,0,2,18,2h 50m,0.0,8,4937,18,4,11,40,14,30
3,2,1,111,7h 5m,1.0,8,6818,6,6,5,5,12,10
1,2,1,108,21h 15m,2.0,8,10441,18,5,22,0,19,15
4,2,1,104,5h,1.0,5,5177,3,4,14,0,19,0
3,1,4,127,2h 25m,0.0,8,3858,27,6,11,35,14,0
3,3,0,93,5h 15m,1.0,8,6534,18,5,21,0,2,15
6,2,1,104,15h 10m,1.0,8,6795,15,6,10,20,1,30
6,2,1,104,11h 45m,1.0,8,9736,3,6,7,30,19,15
4,0,2,18,3h,0.0,8,7229,1,5,19,50,22,50
8,2,1,103,4h 55m,1.0,8,4957,24,4,17,55,22,50
3,0,5,18,2h 45m,0.0,8,7648,9,3,6,0,8,45
8,3,0,64,2h 30m,0.0,8,3873,15,6,14,55,17,25
4,3,0,66,9h 45m,1.0,8,14388,12,5,18,55,4,40
3,3,0,64,2h 40m,0.0,8,5618,6,3,17,15,19,55
6,2,1,104,6h 30m,1.0,8,7408,9,6,19,0,1,30
0,2,1,103,5h 30m,1.0,8,13774,3,3,16,45,22,15
10,0,2,18,2h 40m,0.0,8,4668,3,5,7,0,9,40
4,2,1,126,34h 5m,2.0,8,13082,21,3,18,20,4,25
1,2,1,104,15h 25m,1.0,8,8669,3,6,3,50,19,15
3,2,1,104,9h 30m,1.0,8,6316,24,6,16,0,1,30
4,2,1,104,6h 5m,1.0,5,12583,6,3,22,20,4,25
10,0,5,18,2h 40m,0.0,8,7923,9,3,16,10,18,50
2,2,1,104,5h 50m,1.0,8,7378,3,3,7,0,12,50
10,0,2,18,2h 45m,0.0,8,4878,3,6,19,30,22,15
4,3,0,66,27h 20m,1.0,5,10844,18,5,16,30,19,50
4,0,2,18,3h,0.0,8,7229,3,4,8,20,11,20
8,2,1,121,5h 15m,1.0,8,6297,21,5,6,5,11,20
4,3,0,66,16h,1.0,5,8529,12,6,20,0,12,0
6,2,1,104,7h,1.0,8,13727,18,5,14,0,21,0
8,3,0,93,8h 40m,1.0,8,6643,24,5,8,35,17,15
6,2,1,104,9h,1.0,8,10197,9,5,10,0,19,0
8,3,0,64,2h 20m,0.0,8,4911,21,4,22,20,0,40
3,1,4,127,2h 20m,0.0,8,6482,6,3,5,15,7,35
4,0,5,5,6h 20m,1.0,8,26890,1,3,8,55,15,15
3,3,0,80,4h 25m,1.0,8,3717,18,5,19,20,23,45
3,1,4,127,2h 20m,0.0,8,3597,1,6,13,15,15,35
1,0,5,16,11h 5m,2.0,8,10846,18,3,11,5,22,10
1,0,5,15,16h 55m,1.0,8,14069,1,3,5,50,22,45
4,2,1,104,13h 45m,1.0,5,5177,1,4,22,50,12,35
1,2,1,122,25h 45m,2.0,8,14641,6,3,5,55,7,40
3,2,1,111,13h 55m,1.0,8,6442,6,6,8,35,22,30
1,2,1,103,5h 15m,1.0,8,5704,21,3,17,45,23,0
4,3,0,66,19h 15m,1.0,5,9663,6,5,14,5,9,20
4,2,1,104,7h 30m,1.0,8,14714,6,6,20,55,4,25
4,2,1,104,9h,1.0,5,5406,1,4,10,0,19,0
10,3,0,73,24h,1.0,8,8610,15,5,20,20,20,20
4,2,1,101,18h 10m,2.0,8,14237,12,6,18,25,12,35
3,0,2,18,2h 55m,0.0,8,4823,9,6,7,10,10,5
3,4,3,48,1h 30m,0.0,8,2227,27,3,20,5,21,35
4,2,1,104,21h 20m,1.0,5,12373,18,5,7,5,4,25
1,2,1,104,6h 15m,1.0,8,8372,6,6,13,0,19,15
4,2,1,104,14h 30m,1.0,8,17024,3,3,13,55,4,25
1,4,3,48,1h 20m,0.0,8,3100,27,5,21,5,22,25
4,2,1,104,12h 55m,1.0,5,14053,9,3,6,50,19,45
3,1,4,127,2h 25m,0.0,8,3540,9,5,5,15,7,40
10,3,0,73,22h 30m,1.0,8,9345,21,5,20,20,18,50
4,2,1,116,22h 55m,2.0,5,10368,1,6,5,30,4,25
4,0,5,5,5h 25m,1.0,8,26890,1,3,7,0,12,25
8,4,3,48,1h 25m,0.0,8,5755,9,3,8,50,10,15
4,0,5,5,7h 15m,1.0,5,7832,21,3,8,55,16,10
4,3,0,66,12h 20m,1.0,8,14388,6,5,8,25,20,45
1,2,1,112,20h 10m,2.0,8,8839,27,6,13,15,9,25
1,2,1,108,21h 15m,2.0,8,22096,3,3,22,0,19,15
10,1,4,127,2h 15m,0.0,8,3687,27,5,7,5,9,20
6,2,1,104,10h 30m,1.0,8,9627,15,5,8,30,19,0
6,2,1,104,14h 5m,1.0,8,13542,21,3,11,30,1,35
3,0,2,18,2h 50m,0.0,8,4423,27,4,4,0,6,50
3,2,1,112,16h 25m,2.0,8,8899,3,3,4,55,21,20
8,2,1,121,5h 15m,1.0,8,5583,21,4,6,5,11,20
0,2,1,103,13h 50m,1.0,8,6752,27,5,16,45,6,35
8,1,4,127,2h 15m,0.0,7,3543,21,5,8,20,10,35
4,0,5,5,7h 15m,1.0,5,7832,21,3,8,0,15,15
1,3,0,85,27h 5m,2.0,8,10991,1,5,5,50,8,55
4,2,1,104,27h 35m,1.0,5,12898,27,5,9,0,12,35
4,2,1,104,5h,1.0,5,12898,27,5,14,0,19,0
2,0,2,18,2h 50m,0.0,8,3398,24,5,11,40,14,30
1,2,1,106,2h 50m,0.0,8,5201,24,4,5,10,8,0
1,3,0,74,15h 20m,2.0,8,13873,6,5,10,0,1,20
1,2,1,103,5h 20m,1.0,8,7384,15,6,17,40,23,0
4,2,1,104,10h 10m,1.0,5,10262,6,6,18,15,4,25
4,3,0,66,27h 35m,1.0,5,10031,24,3,8,25,12,0
4,3,0,73,9h 35m,1.0,5,12384,6,5,9,35,19,10
4,3,0,66,28h 10m,1.0,5,7757,9,5,14,5,18,15
4,0,5,5,14h,1.0,8,17261,6,3,21,25,11,25
8,1,4,127,2h 35m,0.0,8,7298,1,3,9,30,12,5
4,0,2,18,2h 55m,0.0,8,7229,6,4,15,15,18,10
3,3,0,64,2h 35m,0.0,8,4174,1,4,4,40,7,15
3,3,0,90,4h 40m,1.0,8,5699,18,5,17,35,22,15
1,3,0,64,2h 30m,0.0,8,4880,24,4,14,15,16,45
1,2,1,104,11h 15m,1.0,8,15284,6,3,8,0,19,15
4,3,0,66,7h 55m,1.0,8,13759,24,3,8,25,16,20
10,3,0,73,8h 50m,1.0,8,16092,24,3,9,55,18,45
3,4,3,48,1h 25m,0.0,8,4392,9,3,6,20,7,45
4,2,1,104,15h 40m,1.0,5,10262,24,6,20,55,12,35
8,3,0,64,2h 35m,0.0,7,3841,12,6,6,55,9,30
2,0,2,18,2h 55m,0.0,8,5048,1,6,7,45,10,40
1,3,0,73,13h 25m,1.0,8,11096,21,5,7,0,20,25
3,2,1,111,4h 35m,1.0,8,5073,24,4,7,35,12,10
4,2,1,104,18h 30m,1.0,8,19828,3,3,9,55,4,25
10,1,4,127,2h 15m,0.0,8,3739,21,3,7,5,9,20
1,2,1,97,38h 15m,2.0,8,10598,9,3,5,0,19,15
4,0,2,18,3h 5m,0.0,5,7229,15,6,18,55,22,0
10,3,0,73,25h 50m,1.0,8,8610,1,4,17,0,18,50
10,2,1,106,3h 10m,0.0,8,6216,9,5,14,40,17,50
1,0,2,18,2h 50m,0.0,8,6961,9,6,13,20,16,10
4,3,0,73,11h 30m,1.0,5,10703,6,5,9,35,21,5
4,3,0,73,6h 35m,1.0,8,14151,15,5,17,0,23,35
4,3,0,66,27h 35m,1.0,5,8586,9,5,6,30,10,5
3,3,0,64,2h 35m,0.0,8,4488,12,4,20,20,22,55
6,2,1,104,7h 30m,1.0,8,7408,15,6,18,0,1,30
4,2,1,106,3h 15m,0.0,5,5443,18,4,11,0,14,15
4,3,0,73,9h 35m,1.0,5,10539,12,6,9,35,19,10
6,2,1,104,12h 30m,1.0,8,7723,1,6,13,0,1,30
6,2,1,104,11h 20m,1.0,8,15411,6,3,7,30,18,50
4,0,2,18,3h,0.0,8,7229,21,5,7,10,10,10
3,3,0,64,2h 35m,0.0,8,4804,21,6,20,20,22,55
4,4,3,48,1h 30m,0.0,5,4050,3,3,2,55,4,25
4,3,0,73,26h 10m,1.0,8,14151,18,5,17,0,19,10
8,2,1,103,4h 55m,1.0,8,4957,6,4,17,55,22,50
1,0,5,18,2h 45m,0.0,8,7591,3,3,21,10,23,55
4,3,0,66,8h 40m,1.0,5,11134,24,3,13,55,22,35
3,2,1,111,7h 5m,1.0,8,6600,27,5,5,5,12,10
1,0,5,18,2h 45m,0.0,8,4966,9,3,21,10,23,55
1,2,1,105,24h 50m,2.0,8,15481,1,6,6,50,7,40
8,3,0,64,2h 20m,0.0,8,5515,1,3,22,20,0,40
4,2,1,104,11h,1.0,8,14714,15,6,8,0,19,0
2,2,1,104,9h,1.0,8,4959,15,6,10,35,19,35
4,0,2,18,2h 55m,0.0,8,7229,21,4,11,10,14,5
1,2,1,106,3h 5m,0.0,8,6094,15,5,18,5,21,10
0,3,0,64,2h 35m,0.0,8,4409,24,4,10,20,12,55
6,2,1,104,13h,1.0,8,9794,18,5,6,0,19,0
4,4,3,48,1h 25m,0.0,8,5678,3,4,2,55,4,20
3,2,1,111,7h 35m,1.0,8,6442,15,6,8,35,16,10
10,0,2,18,2h 40m,0.0,8,4878,18,5,7,0,9,40
4,3,0,66,12h 55m,1.0,5,12446,24,3,21,10,10,5
4,2,1,97,29h 20m,2.0,8,16704,9,5,23,5,4,25
4,0,5,5,5h,1.0,5,9134,15,3,5,45,10,45
4,3,0,66,8h 40m,1.0,5,8586,15,5,20,0,4,40
4,0,2,18,3h,0.0,5,7229,1,6,7,10,10,10
4,0,2,18,3h,0.0,5,6144,21,4,7,10,10,10
1,0,2,18,2h 45m,0.0,8,6961,18,5,10,0,12,45
4,3,0,66,12h 10m,1.0,5,10844,9,5,16,30,4,40
3,1,4,127,2h 20m,0.0,8,3597,21,5,19,35,21,55
8,0,5,30,7h 55m,1.0,8,7139,21,3,10,20,18,15
1,4,3,51,29h 35m,2.0,8,25139,6,3,9,40,15,15
4,2,1,116,26h 55m,2.0,5,10368,1,6,9,40,12,35
1,2,1,121,12h 45m,1.0,8,5117,6,4,20,40,9,25
6,2,1,104,7h 35m,1.0,8,9211,18,5,11,40,19,15
8,3,0,64,2h 30m,0.0,8,4174,15,4,17,10,19,40
6,2,1,104,11h 45m,1.0,8,10786,27,5,7,30,19,15
4,0,5,5,23h 40m,1.0,5,9134,15,3,8,0,7,40
4,2,1,122,13h 50m,2.0,8,13376,1,6,14,35,4,25
1,0,5,17,12h 50m,1.0,8,6955,21,3,22,0,10,50
4,3,0,66,9h 50m,1.0,5,10844,9,5,8,25,18,15
0,3,0,64,2h 30m,0.0,8,3807,1,4,19,55,22,25
4,3,0,66,21h 55m,1.0,5,9663,1,5,14,5,12,0
4,2,1,104,26h 10m,1.0,5,12373,9,5,2,15,4,25
8,0,2,18,2h 55m,0.0,8,4991,1,5,21,10,0,5
1,2,1,104,20h 15m,1.0,8,6745,21,3,23,0,19,15
4,2,1,104,20h 10m,1.0,5,10262,15,6,22,50,19,0
4,2,1,104,10h 55m,1.0,5,6540,27,3,17,30,4,25
8,3,0,64,2h 30m,0.0,8,3873,6,4,17,10,19,40
4,2,1,104,21h 10m,1.0,8,15554,9,5,21,50,19,0
3,3,0,64,2h 35m,0.0,8,4804,27,5,20,20,22,55
4,2,1,104,20h 40m,1.0,5,7438,27,3,23,5,19,45
0,0,2,18,2h 50m,0.0,8,6181,3,5,4,55,7,45
6,2,1,104,6h 30m,1.0,8,9424,1,5,19,0,1,30
1,0,5,4,30h,2.0,8,12725,12,3,17,25,23,25
1,0,5,24,13h 10m,1.0,8,6046,15,3,8,15,21,25
8,0,2,18,2h 55m,0.0,8,3971,15,6,21,10,0,5
4,3,0,73,18h,1.0,8,12692,6,6,20,25,14,25
3,2,1,111,8h,1.0,8,7451,6,3,14,20,22,20
4,0,5,5,8h 45m,1.0,8,13817,12,3,22,55,7,40
4,3,0,73,12h 30m,1.0,5,10703,6,5,9,35,22,5
4,0,5,5,13h 20m,1.0,8,13817,12,3,21,25,10,45
4,0,5,5,6h 10m,1.0,8,27210,15,3,22,55,5,5
4,3,0,66,7h 30m,1.0,8,13941,18,5,21,10,4,40
1,0,5,24,19h 15m,1.0,8,10246,1,3,17,0,12,15
3,3,0,64,2h 35m,0.0,8,4804,6,5,17,15,19,50
0,3,0,73,12h,1.0,8,6810,6,6,22,40,10,40
4,0,2,18,3h,0.0,5,5198,1,5,8,20,11,20
10,0,2,18,2h 50m,0.0,8,5613,3,5,21,0,23,50
3,4,3,48,1h 25m,0.0,8,4784,3,3,21,20,22,45
4,2,1,104,23h 5m,1.0,5,5406,21,3,19,45,18,50
1,0,2,18,2h 50m,0.0,8,5228,27,4,13,20,16,10
4,2,1,104,22h 5m,1.0,5,12898,27,5,20,55,19,0
1,1,4,127,2h 15m,0.0,8,4667,15,6,11,40,13,55
4,3,0,66,5h 45m,1.0,8,14781,21,5,14,5,19,50
10,0,2,18,2h 50m,0.0,8,5403,21,4,9,45,12,35
4,3,0,66,9h 30m,1.0,5,9899,12,6,14,5,23,35
4,2,1,116,8h 55m,2.0,5,13029,21,5,19,30,4,25
10,3,0,73,17h 45m,1.0,8,9187,18,5,17,0,10,45
3,0,2,18,2h 50m,0.0,8,4823,24,5,20,0,22,50
1,2,1,110,21h 45m,2.0,8,8665,27,3,21,30,19,15
3,2,1,104,12h 35m,1.0,8,14871,6,3,8,25,21,0
3,4,3,48,1h 30m,0.0,8,4049,21,6,6,25,7,55
1,1,4,127,2h 15m,0.0,8,4667,12,6,11,40,13,55
3,3,0,60,3h 55m,1.0,8,4226,9,4,19,55,23,50
1,0,5,18,2h 45m,0.0,8,7591,3,3,6,10,8,55
4,0,5,5,7h 30m,1.0,8,19225,6,3,5,45,13,15
4,2,1,104,17h 20m,1.0,5,12898,27,5,19,15,12,35
3,4,3,48,1h 30m,0.0,8,2754,9,6,12,0,13,30
8,4,3,48,1h 30m,0.0,7,1965,3,5,13,15,14,45
1,3,0,78,30h 30m,2.0,8,12835,24,3,16,45,23,15
5,0,5,5,5h,1.0,8,52229,1,3,5,45,10,45
6,2,1,104,11h 15m,1.0,8,14533,15,5,8,0,19,15
10,0,2,18,2h 50m,0.0,8,4668,24,6,9,45,12,35
4,2,1,104,19h 5m,1.0,8,11822,9,4,17,30,12,35
4,2,1,104,6h 35m,1.0,5,6017,27,3,21,50,4,25
4,2,1,104,7h 30m,1.0,8,14714,9,6,11,30,19,0
8,1,4,127,2h 15m,0.0,8,3597,9,6,8,20,10,35
0,0,2,18,2h 45m,0.0,8,3383,24,4,11,10,13,55
1,3,0,68,12h 45m,2.0,8,11642,18,5,16,50,5,35
10,0,2,18,2h 50m,0.0,8,5403,27,4,21,0,23,50
1,2,1,97,26h 35m,2.0,8,14221,3,3,16,40,19,15
4,3,0,66,12h 55m,1.0,5,8586,18,5,21,10,10,5
3,4,3,48,1h 30m,0.0,8,4049,12,6,9,10,10,40
4,2,1,104,8h 40m,1.0,5,10262,3,6,19,45,4,25
6,2,1,104,14h,1.0,8,7888,21,5,7,0,21,0
1,2,1,97,23h 30m,2.0,8,8236,21,3,19,45,19,15
1,2,1,126,29h 55m,2.0,8,12961,6,6,13,20,19,15
4,3,0,66,22h 10m,1.0,5,8586,9,5,6,30,4,40
3,3,0,90,4h 50m,1.0,8,5279,18,5,8,10,13,0
2,0,2,18,2h 45m,0.0,8,3419,18,6,20,55,23,40
4,2,1,113,13h 30m,2.0,8,13292,15,6,5,30,19,0
4,3,0,73,13h 20m,1.0,8,13067,15,5,20,25,9,45
3,1,4,127,2h 20m,0.0,8,3597,3,5,13,15,15,35
4,2,1,104,11h 55m,1.0,8,15554,18,5,7,5,19,0
3,2,1,103,5h 10m,1.0,8,6027,15,5,17,5,22,15
4,3,0,66,11h 45m,1.0,8,14781,9,5,6,30,18,15
3,0,2,18,3h,0.0,8,3943,27,5,21,15,0,15
2,2,1,98,6h 10m,1.0,8,5842,12,6,7,25,13,35
3,1,4,127,2h 20m,0.0,8,4326,15,3,5,15,7,35
6,2,1,104,10h 45m,1.0,8,8937,1,6,8,30,19,15
1,1,4,127,2h 15m,0.0,8,3670,21,3,11,40,13,55
3,0,2,18,2h 55m,0.0,8,4823,18,6,18,25,21,20
4,4,3,48,1h 30m,0.0,5,2071,3,4,19,35,21,5
6,2,1,111,7h 35m,1.0,5,6093,27,6,14,55,22,30
10,3,0,73,26h 35m,1.0,8,11682,24,3,20,20,22,55
3,0,5,27,4h 45m,1.0,8,7774,3,3,5,25,10,10
4,3,0,73,21h 25m,1.0,8,13067,12,5,17,0,14,25
3,2,1,111,8h 35m,1.0,8,7514,27,5,7,35,16,10
6,2,1,104,8h 30m,1.0,8,6838,9,4,17,0,1,30
3,1,4,127,2h 15m,0.0,8,3858,18,3,13,20,15,35
6,2,1,104,12h 40m,1.0,8,6795,15,6,12,50,1,30
4,2,1,99,8h 25m,2.0,8,16263,27,5,20,0,4,25
1,3,0,66,25h 40m,1.0,8,8576,9,5,16,50,18,30
1,0,2,18,2h 45m,0.0,8,5228,6,5,10,0,12,45
4,2,1,97,29h 20m,2.0,8,16704,1,5,23,5,4,25
3,3,0,64,2h 40m,0.0,8,8872,24,3,20,25,23,5
2,0,2,18,2h 50m,0.0,8,3898,3,5,11,40,14,30
8,1,4,127,2h 20m,0.0,7,3332,21,3,17,45,20,5
4,3,0,77,7h 15m,1.0,5,5608,21,5,10,20,17,35
4,3,0,66,20h 15m,1.0,8,13941,9,5,8,25,4,40
6,2,1,104,11h 45m,1.0,8,9100,21,3,7,30,19,15
10,0,2,18,2h 35m,0.0,8,4878,15,6,17,0,19,35
3,2,1,104,13h 30m,1.0,8,6416,1,6,7,30,21,0
8,4,3,48,1h 30m,0.0,8,2017,12,5,5,45,7,15
4,2,1,97,24h 35m,2.0,8,10976,27,3,19,10,19,45
4,3,0,66,20h 35m,1.0,5,10031,24,3,19,45,16,20
3,3,0,64,2h 50m,0.0,8,4462,18,3,5,30,8,20
3,2,1,111,4h 35m,1.0,8,5073,1,4,7,35,12,10
3,1,4,127,2h 20m,0.0,8,4326,27,3,5,15,7,35
7,2,1,104,11h 45m,1.0,8,10161,21,3,7,30,19,15
3,4,3,48,1h 30m,0.0,8,3175,12,6,16,55,18,25
10,3,0,73,12h 50m,1.0,8,12312,24,3,20,20,9,10
4,2,1,126,24h 30m,2.0,8,12604,21,3,18,20,18,50
6,2,1,104,11h 30m,1.0,8,10877,15,6,7,30,19,0
3,3,0,90,4h,1.0,8,4226,18,5,6,20,10,20
4,2,1,104,11h,1.0,5,5406,6,4,8,0,19,0
3,2,1,121,5h 25m,1.0,8,8618,15,5,2,0,7,25
3,3,0,64,2h 35m,0.0,8,4174,18,4,17,15,19,50
2,2,1,104,5h 10m,1.0,8,10651,1,6,14,25,19,35
4,2,1,104,10h 10m,1.0,5,5963,21,3,18,15,4,25
4,2,1,116,26h 55m,2.0,5,10368,12,6,9,40,12,35
3,4,3,46,7h 15m,1.0,8,7681,6,3,15,45,23,0
6,2,1,104,8h 10m,1.0,8,7485,21,5,12,50,21,0
4,0,2,18,2h 55m,0.0,5,4544,3,4,15,15,18,10
8,3,0,90,5h 15m,1.0,8,4649,15,4,15,5,20,20
10,1,4,127,2h 20m,0.0,8,11982,12,5,17,45,20,5
4,4,3,48,1h 25m,0.0,5,4995,24,6,7,5,8,30
3,3,0,90,4h 50m,1.0,8,5069,9,5,8,10,13,0
8,3,0,64,2h 20m,0.0,8,3873,1,6,22,20,0,40
8,3,0,64,2h 20m,0.0,8,3873,27,4,22,20,0,40
1,2,1,103,13h 15m,1.0,8,8907,27,5,9,45,23,0
4,3,0,66,19h 10m,1.0,5,10844,9,6,21,10,16,20
4,3,0,66,22h 40m,1.0,5,10844,15,5,21,10,19,50
4,3,0,66,14h 50m,1.0,5,9663,6,5,21,10,12,0
4,2,1,113,15h 10m,2.0,8,13292,1,6,21,25,12,35
4,2,1,102,7h 5m,2.0,8,14441,12,6,5,30,12,35
4,4,3,48,1h 25m,0.0,5,4050,9,6,2,55,4,20
3,0,5,18,2h 55m,0.0,8,6144,9,3,21,20,0,15
3,2,1,104,8h,1.0,8,14871,6,3,7,30,15,30
0,0,2,18,2h 45m,0.0,8,4483,18,4,11,10,13,55
3,2,1,104,14h 55m,1.0,8,6979,15,5,10,35,1,30
4,4,3,48,1h 30m,0.0,8,8040,27,6,10,20,11,50
3,2,1,104,16h 15m,1.0,8,7048,1,6,9,15,1,30
8,0,2,18,2h 50m,0.0,7,3573,27,6,9,30,12,20
3,2,1,104,5h,1.0,8,5054,27,5,16,0,21,0
1,2,1,104,22h 15m,1.0,8,8582,1,6,21,0,19,15
0,2,1,103,5h 30m,1.0,8,8759,9,6,7,55,13,25
3,2,1,111,8h 35m,1.0,8,6442,27,4,7,35,16,10
1,2,1,104,15h 25m,1.0,8,8879,18,5,3,50,19,15
4,3,0,66,21h,1.0,5,10031,24,3,21,10,18,10
4,2,1,116,13h 30m,2.0,5,10368,3,6,5,30,19,0
3,0,2,18,2h 50m,0.0,8,3943,24,6,13,0,15,50
3,2,1,104,6h 45m,1.0,8,14871,3,3,4,45,11,30
4,4,3,48,1h 30m,0.0,5,4995,18,6,8,45,10,15
6,2,1,104,8h 40m,1.0,5,10791,24,6,10,20,19,0
8,4,3,48,1h 30m,0.0,8,2753,3,6,5,45,7,15
3,0,2,18,2h 50m,0.0,8,4423,9,4,10,10,13,0
0,3,0,64,2h 35m,0.0,8,4409,27,5,10,20,12,55
1,3,0,80,16h 5m,1.0,8,6117,9,5,19,0,11,5
4,2,1,97,23h 50m,2.0,8,15129,21,5,19,10,19,0
10,3,0,73,27h 5m,1.0,8,9345,6,6,20,20,23,25
10,3,0,73,16h 15m,1.0,8,8085,9,5,7,10,23,25
4,2,1,104,15h 25m,1.0,8,15554,6,5,13,0,4,25
8,0,2,18,2h 50m,0.0,7,3573,21,5,9,30,12,20
6,2,1,104,8h 35m,1.0,8,17073,3,3,17,0,1,35
6,2,1,104,13h 50m,1.0,8,6795,9,6,11,40,1,30
10,0,5,18,2h 40m,0.0,8,5403,21,3,7,0,9,40
3,1,4,127,2h 25m,0.0,8,3540,15,5,5,15,7,40
10,2,1,106,3h 10m,0.0,8,6216,24,4,14,40,17,50
4,0,2,18,2h 55m,0.0,5,3359,21,5,15,50,18,45
4,3,0,66,28h 40m,1.0,5,10844,24,5,18,55,23,35
1,0,2,18,2h 50m,0.0,8,6961,15,6,13,20,16,10
0,3,0,64,2h 35m,0.0,8,4107,3,4,10,20,12,55
6,2,1,104,9h 40m,1.0,8,13069,21,3,9,10,18,50
4,2,1,118,16h 40m,2.0,8,13357,24,6,11,45,4,25
3,2,1,111,6h 20m,1.0,8,6938,1,6,16,10,22,30
4,2,1,113,27h,2.0,8,13292,27,6,9,35,12,35
1,0,5,4,14h 35m,2.0,1,26743,1,3,8,50,23,25
6,2,1,104,12h 10m,1.0,8,13568,21,3,6,40,18,50
6,2,1,104,7h 35m,1.0,8,15353,6,3,11,40,19,15
3,1,4,127,2h 20m,0.0,8,3597,15,5,14,45,17,5
4,3,0,66,19h 10m,1.0,5,10031,24,3,21,10,16,20
1,3,0,65,20h,2.0,8,14687,9,5,9,25,5,25
4,0,2,18,3h,0.0,5,7229,6,6,19,50,22,50
2,2,1,104,5h 10m,1.0,8,10188,9,5,14,25,19,35
10,0,5,18,2h 40m,0.0,8,7398,9,3,7,0,9,40
4,2,1,97,29h 35m,2.0,8,16704,18,5,13,25,19,0
3,0,5,24,4h 55m,1.0,6,8153,1,3,16,55,21,50
4,0,2,18,3h,0.0,8,7229,9,4,7,10,10,10
6,2,1,104,12h 30m,1.0,5,6943,27,5,13,0,1,30
6,2,1,104,12h 35m,1.0,8,8937,1,6,6,40,19,15
1,2,1,112,26h 20m,2.0,8,9400,3,3,7,5,9,25
